id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,px_area,sc_area,price_range
1481,603,0,1.5,0,8,0,12,0.7,114,6,20,1543,19,1,1,0,1287852,35,1
1482,1834,0,2.1,0,7,1,40,0.1,99,4,11,3692,16,1,1,0,0,0,3
1483,520,0,2.3,0,0,1,31,0.8,145,6,14,2753,17,1,0,1,137016,91,1
1484,565,0,0.6,1,1,0,50,0.1,158,2,8,2156,6,1,1,1,381729,78,1
1485,1689,1,0.5,0,11,0,9,0.5,150,5,15,2637,3,1,0,0,315225,32,2
1486,742,1,2.3,0,0,0,21,0.7,104,8,1,331,7,1,0,0,809375,88,0
1487,1143,0,1.2,1,1,1,22,1.0,125,3,6,1214,16,1,1,0,1923984,60,1
1488,761,1,0.5,0,9,0,3,0.8,196,7,15,2248,15,1,1,1,2577125,57,2
1489,959,1,1.3,1,0,0,36,0.4,196,5,14,3073,8,1,1,1,1747603,19,3
1490,772,1,1.2,1,7,1,8,0.6,134,7,8,422,15,1,0,0,994704,42,0
1491,1015,1,0.8,0,5,0,12,0.5,102,3,14,2293,2,0,1,0,227465,5,1
1492,1824,1,1.9,1,9,1,2,0.7,103,1,14,3958,19,1,1,0,55250,24,3
1493,1130,1,0.5,1,1,1,29,0.7,130,1,14,432,10,1,1,1,786911,6,0
1494,1183,1,0.5,1,3,1,48,0.1,120,8,12,1152,3,1,0,0,270680,24,0
1495,574,1,2.0,1,0,1,26,0.5,118,6,2,1303,2,1,0,1,521048,32,0
1496,1472,0,3.0,0,4,1,20,0.3,169,2,6,797,11,1,1,0,395156,6,0
1497,1868,1,0.5,0,2,1,40,0.9,179,8,17,298,17,1,1,0,509184,16,0
1498,1375,0,2.9,0,2,0,20,0.4,147,6,7,3847,12,1,0,1,404684,0,3
1499,881,0,1.0,0,1,0,64,0.5,160,3,6,2110,6,1,1,1,73140,162,1
1500,1742,1,0.5,1,5,1,43,0.9,176,3,7,1921,3,1,1,0,500892,18,2
1501,1225,0,0.7,1,6,0,60,0.1,107,2,15,2423,6,1,0,0,15670,187,2
1502,1970,1,0.5,1,0,1,15,1.0,132,2,0,1658,20,1,1,1,2355916,135,2
1503,1186,1,0.5,1,2,0,21,0.4,160,8,4,2361,7,1,0,0,39712,136,1
1504,1762,0,0.7,0,7,0,60,0.1,157,4,10,1380,14,1,0,0,507970,70,1
1505,1731,1,1.4,1,4,1,4,0.5,163,6,18,3892,4,1,1,1,1608292,5,3
1506,852,0,1.8,1,5,1,8,0.8,160,5,9,315,20,1,0,0,921367,42,0
1507,848,1,1.5,1,4,1,36,0.3,151,4,16,2289,19,1,1,1,29512,20,1
1508,1575,0,2.5,1,0,1,11,0.2,185,7,20,2182,17,1,1,0,402456,21,2
1509,1554,0,2.8,1,7,0,23,0.1,105,6,18,2184,20,1,0,1,1042908,117,2
1510,1972,1,1.6,0,0,0,48,0.5,92,8,2,2872,11,1,0,1,233160,14,3
1511,827,1,0.6,1,9,1,35,0.2,87,6,17,2367,15,1,0,1,18998,15,1
1512,1063,0,1.5,0,7,0,3,0.9,155,4,10,1919,20,1,1,0,334506,120,1
1513,1695,0,2.3,1,1,0,34,0.4,84,5,10,3296,14,0,0,0,1242046,102,3
1514,1343,0,2.4,1,5,1,14,0.9,81,8,10,462,11,1,1,1,1280915,126,0
1515,834,0,0.5,0,2,1,27,0.2,123,1,16,1591,20,1,1,0,2078923,99,1
1516,595,0,2.6,0,0,1,20,0.4,122,2,18,1593,2,1,0,1,508368,209,0
1517,1081,1,1.9,1,13,1,42,0.1,101,7,17,2456,7,1,0,0,67728,28,1
1518,911,0,1.4,1,3,0,14,0.7,199,4,4,2933,11,0,1,0,2644596,48,3
1519,844,0,2.2,1,1,1,22,0.9,197,7,2,3154,7,1,0,0,1550115,154,3
1520,1335,1,3.0,0,3,0,60,0.8,180,2,4,3615,9,1,0,0,46397,10,3
1521,1883,0,1.6,0,9,0,24,0.1,87,1,16,3563,3,0,0,0,185745,170,3
1522,1128,1,0.5,1,6,0,33,0.6,147,8,7,1440,19,1,0,0,1149988,255,1
1523,826,1,2.4,1,14,1,57,0.6,117,2,17,1907,5,1,0,0,1274091,210,1
1524,1650,0,2.3,0,0,1,38,0.7,89,1,1,324,2,1,1,1,681013,140,0
1525,1162,0,1.0,0,0,0,50,0.5,104,4,10,1404,15,1,1,1,287512,30,1
1526,1517,0,2.5,0,2,1,8,0.8,169,4,18,2738,12,1,0,0,937650,288,2
1527,963,0,0.5,0,1,1,60,0.8,156,3,3,2722,16,1,0,0,609182,72,2
1528,1837,0,1.0,1,5,1,12,0.9,103,8,6,2294,20,1,0,1,2185380,56,3
1529,1028,1,2.8,0,1,1,30,0.1,193,1,10,1424,13,1,0,1,3463323,72,1
1530,1831,1,2.2,1,4,0,55,1.0,189,8,9,1133,10,0,1,0,3030470,42,1
1531,571,1,2.0,1,5,1,58,0.6,101,6,11,555,11,1,0,1,47616,190,0
1532,1770,1,2.3,0,0,0,9,0.6,183,6,5,3785,14,1,0,1,1507554,130,3
1533,970,1,1.3,1,5,0,59,0.2,84,7,19,3675,12,0,0,0,3152290,0,3
1534,642,1,0.5,0,0,1,38,0.8,86,5,10,435,2,1,1,0,1574425,18,0
1535,622,1,1.9,1,12,0,11,0.8,193,8,14,3183,4,1,1,1,1492640,0,2
1536,600,1,1.8,0,9,1,6,0.8,199,2,15,3495,7,1,1,0,501552,68,2
1537,1412,0,0.6,0,9,0,57,0.2,86,3,10,1853,18,0,0,1,1320,150,1
1538,733,0,0.8,0,7,0,16,0.4,138,4,12,2648,19,1,1,0,360974,0,2
1539,1070,1,3.0,0,9,0,19,0.8,160,7,16,2647,20,0,1,0,145260,182,2
1540,875,1,0.7,1,1,0,30,0.7,146,8,8,702,15,1,1,1,400057,285,0
1541,1994,1,0.7,0,5,0,5,0.4,189,2,7,1836,18,1,0,0,132956,132,2
1542,823,0,1.0,1,9,1,18,0.2,182,5,16,3894,9,1,1,0,1593000,130,3
1543,1908,0,0.5,0,9,1,30,1.0,111,2,19,2944,17,1,0,1,146440,323,3
1544,790,0,0.5,1,7,1,44,0.1,89,8,8,3424,9,1,1,0,1580700,143,3
1545,1330,1,1.8,1,1,0,40,0.5,177,1,5,2678,14,1,1,1,173048,36,2
1546,1660,0,0.5,0,2,1,15,0.7,100,8,8,2424,9,1,1,0,250360,60,2
1547,1776,0,2.2,0,2,0,20,0.9,82,6,16,2671,12,0,1,1,2818089,150,3
1548,1611,0,0.5,1,4,1,27,0.9,199,1,10,3078,6,1,0,1,164793,30,2
1549,1410,1,0.5,1,0,1,15,0.3,92,3,1,2304,18,1,1,0,251712,72,2
1550,1772,1,1.6,0,17,1,45,0.5,159,2,18,1146,17,1,1,0,1175985,6,1
1551,1280,1,1.3,0,0,1,39,1.0,108,7,1,2335,2,1,0,1,209328,24,1
1552,1712,1,0.9,1,2,0,23,1.0,155,7,19,1422,15,1,1,0,102765,0,1
1553,1562,1,0.7,0,0,0,55,0.1,140,8,1,2096,3,0,0,0,1832832,45,2
1554,891,0,1.9,1,1,1,18,0.1,153,6,3,1303,4,1,1,1,57400,272,0
1555,1957,0,1.2,1,18,1,36,0.8,151,2,19,1115,18,1,0,1,2062038,32,1
1556,1110,0,0.6,0,1,0,42,0.9,192,5,2,456,18,1,1,0,1487898,96,0
1557,875,1,1.4,1,1,1,43,0.6,104,8,3,3396,18,1,0,0,874038,28,3
1558,1211,1,1.2,0,0,0,28,0.3,130,2,3,2750,14,0,1,0,55854,6,2
1559,769,0,0.5,1,12,1,54,0.2,112,4,19,941,20,1,0,1,2465300,120,0
1560,671,0,2.9,0,7,1,2,0.1,95,6,19,2278,2,1,0,0,992838,52,2
1561,1872,0,0.5,0,5,1,26,0.5,172,4,10,2273,8,1,0,1,731136,32,2
1562,1076,0,2.3,1,0,1,14,0.7,191,5,0,2355,2,1,1,1,1869184,272,2
1563,1325,0,1.9,0,2,0,50,0.1,146,1,10,2328,2,1,0,0,346805,170,2
1564,911,1,2.2,1,1,1,28,0.5,182,2,2,2638,13,1,1,1,119791,32,1
1565,1273,1,0.7,0,1,0,23,0.6,178,6,14,558,13,1,0,0,678515,40,0
1566,1062,0,0.5,0,3,1,39,0.9,124,4,4,1345,11,1,0,1,466507,0,0
1567,1317,0,1.5,0,6,0,12,0.1,154,2,9,425,11,1,1,1,233602,0,0
1568,940,0,2.9,0,0,0,16,0.7,115,4,1,2192,9,1,1,1,543910,195,1
1569,729,1,2.0,0,0,0,14,0.6,135,6,2,3397,17,1,0,1,593965,285,2
1570,1494,0,2.4,0,6,1,3,0.9,93,7,17,1208,17,1,1,0,946832,182,1
1571,1546,1,1.6,1,2,1,27,0.7,124,2,6,267,16,1,1,0,1696758,120,0
1572,1253,0,0.7,0,0,1,34,0.9,113,4,10,3518,8,1,1,1,104167,21,3
1573,895,0,0.5,1,6,0,16,0.3,164,8,14,3122,4,0,0,1,198450,0,2
1574,793,1,1.9,1,0,1,43,0.3,124,8,2,1050,3,1,1,1,17940,99,0
1575,1628,1,1.8,1,11,0,56,0.1,136,2,13,3358,12,1,1,1,856500,187,3
1576,625,0,2.7,1,2,0,42,0.8,138,8,3,2929,17,1,0,0,359513,40,2
1577,1110,0,1.5,0,2,1,12,0.3,153,8,5,624,15,1,0,0,1873950,63,0
1578,999,0,1.7,0,6,0,49,0.6,132,1,17,1598,8,0,1,0,1197760,0,1
1579,1856,0,0.5,1,0,1,24,0.1,155,5,1,2052,10,1,1,0,319935,102,2
1580,1715,0,2.6,1,9,1,15,0.6,120,6,20,1249,4,1,1,0,210786,32,1
1581,1897,1,1.9,0,2,1,54,0.3,154,2,7,412,2,1,0,0,464940,187,0
1582,1202,1,2.4,1,0,0,19,0.1,122,2,1,595,3,0,0,0,703768,0,0
1583,1171,1,1.7,1,2,0,19,0.3,167,7,19,263,8,0,0,0,187240,30,0
1584,964,0,2.0,0,0,1,22,0.7,86,8,0,2577,5,1,1,0,277650,272,2
1585,1973,1,2.4,1,6,0,46,0.1,193,4,10,639,3,0,0,1,594849,0,0
1586,1992,1,0.6,1,11,0,2,0.1,141,1,14,3206,10,1,1,0,580855,90,3
1587,546,1,2.6,1,5,0,26,1.0,159,5,15,1550,3,0,1,0,689728,14,1
1588,1093,0,0.5,0,1,1,31,0.6,171,2,12,1646,6,1,1,0,1860200,0,1
1589,1880,1,2.0,0,11,0,35,0.1,200,4,14,1930,15,0,1,0,1844190,119,2
1590,1765,0,1.1,0,3,0,11,0.7,87,2,7,3695,18,1,0,0,981125,30,3
1591,1640,0,0.5,1,1,1,36,0.9,87,8,11,3235,10,1,0,1,1199184,6,3
1592,1830,0,0.5,0,0,0,7,0.9,191,6,12,2334,14,0,1,0,728180,56,2
1593,826,0,0.6,0,3,0,62,0.7,187,4,19,1998,17,0,0,0,1256470,68,1
1594,1864,0,2.2,0,0,1,7,0.1,142,1,2,2258,10,1,0,0,347625,10,2
1595,586,1,0.6,0,16,1,42,0.3,121,7,17,1869,7,1,1,1,877630,24,1
1596,1206,0,3.0,1,10,1,30,0.6,127,3,13,1825,4,1,0,1,2708253,7,2
1597,832,1,0.5,1,1,1,5,0.1,165,5,2,3946,14,1,1,1,17496,60,3
1598,848,1,2.8,0,1,0,8,0.1,103,7,3,436,15,1,1,1,9058,60,0
1599,1851,0,2.9,0,0,0,53,0.7,112,6,2,2678,8,1,0,0,204450,0,2
1600,1166,1,0.5,0,7,0,59,0.5,80,1,11,3887,7,1,0,1,278806,48,3
1601,1776,1,2.1,1,10,0,35,0.1,172,4,16,1813,20,1,1,1,173194,208,1
1602,1254,1,1.2,0,2,1,27,0.2,134,2,10,817,16,1,1,1,1767136,14,0
1603,1494,0,1.6,1,4,1,24,0.2,101,1,17,3614,9,1,0,0,1165010,180,3
1604,984,1,2.2,1,0,1,39,0.5,119,8,18,2013,16,1,1,0,108136,77,1
1605,1179,1,0.8,0,1,0,5,0.9,154,5,17,543,18,0,0,1,1304677,56,0
1606,513,0,1.9,0,8,0,27,0.4,174,8,13,3400,13,0,1,1,200220,96,2
1607,557,0,0.5,1,3,0,17,0.2,89,6,4,2623,16,0,0,0,228620,272,1
1608,744,0,1.7,1,0,1,33,0.5,105,4,2,2700,19,1,0,0,2457676,27,2
1609,1129,1,0.8,1,9,1,21,0.6,116,2,10,1400,13,1,1,0,1919856,0,1
1610,1148,0,2.3,1,0,1,58,0.3,170,5,20,3127,11,1,0,0,416928,70,2
1611,1793,0,2.7,0,12,1,44,0.7,175,5,17,2803,6,1,1,1,955645,171,3
1612,1310,0,2.3,1,3,0,15,0.2,150,5,11,2518,5,0,1,1,925380,306,2
1613,1604,0,1.2,0,1,0,6,0.5,191,6,15,3564,2,1,1,0,70856,14,3
1614,1676,0,1.6,0,2,0,37,0.2,145,1,3,2515,4,1,0,1,160398,112,2
1615,1001,0,2.8,1,1,0,40,0.2,117,3,7,3654,10,1,1,1,1692792,117,3
1616,1086,0,2.7,0,0,1,24,0.1,135,8,19,3930,18,1,1,1,3703024,17,3
1617,1986,1,0.5,1,7,1,39,0.1,89,7,19,3476,17,1,1,0,150349,88,3
1618,634,1,0.8,0,5,0,41,0.2,192,1,12,3242,4,1,0,1,2523786,198,3
1619,502,0,0.8,0,7,0,52,1.0,82,6,8,2666,20,1,1,0,325679,20,2
1620,1641,0,1.1,0,6,0,48,0.7,97,8,7,1695,17,1,0,1,446656,78,2
1621,623,0,1.4,1,0,1,15,0.2,189,3,1,3510,18,1,0,1,656632,56,2
1622,962,1,1.1,1,3,0,17,0.1,161,8,20,3438,20,0,0,0,777504,42,3
1623,1057,1,2.7,0,3,1,41,0.1,97,4,10,2033,2,1,1,0,353727,144,1
1624,1862,0,1.5,0,1,0,62,1.0,182,1,2,1017,9,1,0,0,403756,33,1
1625,555,1,3.0,1,5,1,38,0.8,193,2,10,1686,8,1,0,1,421580,8,1
1626,1000,0,2.7,0,1,1,58,1.0,135,5,12,862,20,1,0,0,384013,0,0
1627,841,0,0.5,0,6,1,11,0.3,81,5,14,957,11,1,1,0,84375,30,0
1628,865,0,2.9,0,5,0,16,0.1,89,4,12,3494,14,0,0,1,338015,39,3
1629,999,0,2.6,1,11,1,56,1.0,165,4,13,3083,11,1,1,1,561222,32,2
1630,1232,0,1.2,0,12,0,30,0.9,131,6,14,1656,15,1,1,1,475625,32,1
1631,1194,0,2.3,0,6,1,34,0.2,165,2,12,313,19,1,1,0,251446,15,0
1632,612,1,0.5,1,1,1,20,0.8,179,8,6,3282,18,1,1,1,1702615,32,3
1633,1362,1,2.9,0,0,0,47,0.5,186,6,4,3629,5,0,1,1,625200,323,3
1634,1469,0,1.7,1,11,1,44,0.5,169,2,14,1687,5,1,1,1,344124,75,1
1635,986,1,0.8,0,13,1,28,0.8,182,4,20,1149,18,1,1,0,135121,56,0
1636,1843,0,2.8,0,1,1,62,0.8,104,3,7,3899,6,1,0,1,17472,20,3
1637,1561,0,0.5,1,10,1,4,0.5,134,2,13,1783,10,1,1,0,1602735,156,2
1638,1695,1,0.5,1,2,1,47,0.5,189,5,13,1629,11,1,1,0,372064,48,1
1639,667,0,2.6,1,3,0,8,0.8,185,1,7,2528,8,0,1,0,1976205,88,2
1640,1768,1,2.0,0,0,1,2,0.8,88,7,2,3256,5,1,1,0,2363642,54,3
1641,1269,1,2.8,1,16,0,41,1.0,180,8,17,2341,16,0,0,1,420616,90,2
1642,1109,1,2.8,1,6,0,57,0.9,151,1,12,2785,16,1,0,0,103292,150,2
1643,936,0,0.5,1,14,1,14,0.1,164,3,17,3761,12,1,0,0,251550,13,3
1644,1713,1,2.0,0,9,1,5,0.7,199,6,16,1513,2,1,0,1,212004,90,1
1645,1175,1,1.7,1,1,1,45,0.6,167,2,7,2240,5,1,1,0,50130,60,1
1646,1940,1,1.0,1,0,1,5,0.2,194,4,1,820,3,1,1,1,1063692,342,1
1647,855,1,0.5,0,2,1,59,0.5,159,2,3,1875,8,1,1,1,1229488,128,1
1648,771,1,0.5,1,0,1,33,0.1,157,3,17,920,10,1,1,1,967672,32,0
1649,645,0,2.5,0,10,1,63,1.0,174,4,14,3615,13,1,0,1,162352,144,2
1650,1307,0,1.8,0,2,0,7,0.6,88,7,3,1412,5,0,0,1,989391,144,1
1651,1948,0,2.9,1,4,0,5,0.2,136,1,13,361,10,0,1,0,455700,6,0
1652,1509,0,0.6,1,5,0,50,0.3,81,4,8,1540,3,1,1,0,1700840,96,1
1653,626,1,2.8,1,3,1,11,0.8,109,2,9,1077,4,1,0,1,1296383,6,0
1654,1190,0,2.0,1,0,0,40,0.2,93,5,1,3610,9,0,0,1,2302754,91,3
1655,1727,1,2.1,1,10,0,57,0.3,158,6,18,512,6,0,0,0,484288,10,0
1656,1670,1,3.0,0,14,0,62,0.5,114,8,20,3024,20,0,0,1,1485610,0,3
1657,1150,1,0.5,1,4,1,27,1.0,134,1,17,1610,16,1,0,0,455598,0,1
1658,1208,0,2.9,0,5,1,16,1.0,175,1,19,2201,12,1,0,0,710348,272,1
1659,1812,1,1.3,1,4,1,42,1.0,162,7,15,3338,11,1,1,1,589000,234,3
1660,770,1,1.5,1,6,0,61,0.2,196,4,9,3473,4,0,0,1,894249,21,3
1661,1559,1,1.3,1,10,1,10,0.3,114,8,17,2203,15,1,1,1,79677,35,1
1662,1902,0,0.5,0,10,0,13,0.2,155,4,11,940,15,1,1,0,671782,140,1
1663,1751,0,2.5,0,1,0,4,0.6,146,8,9,1155,12,0,1,1,2926048,266,1
1664,1416,1,1.8,1,0,0,20,0.1,93,4,0,3872,7,0,0,1,1854150,20,3
1665,1288,0,0.5,1,3,1,61,0.2,115,6,6,1882,10,1,0,1,1484964,96,2
1666,1003,1,2.9,0,16,1,16,0.6,119,8,19,1798,10,1,0,0,361950,112,1
1667,1715,1,0.5,1,1,1,18,0.1,96,6,3,2598,3,1,0,0,926750,34,3
1668,1967,0,0.5,0,0,1,46,0.6,199,1,7,1567,7,1,1,0,711732,30,1
1669,962,0,1.0,1,14,0,2,0.9,125,1,20,1491,14,1,0,0,3100088,32,1
1670,1487,0,1.5,0,5,1,42,0.8,120,2,7,2003,3,1,0,0,847573,48,2
1671,1569,1,1.6,1,4,1,54,0.9,190,4,6,3905,4,1,0,0,246715,12,3
1672,1146,0,3.0,0,5,1,57,0.4,111,5,10,291,11,1,1,1,42559,171,0
1673,1379,1,1.5,0,6,1,9,0.8,118,8,13,1693,18,1,0,1,73990,44,1
1674,1504,0,1.9,1,7,1,25,0.3,152,4,9,1788,13,1,0,1,731935,143,1
1675,1945,0,1.2,0,3,0,26,0.7,112,6,5,3322,20,0,0,1,1638560,126,3
1676,1630,1,2.8,1,0,1,32,0.9,80,6,1,1751,20,1,0,1,1228912,120,2
1677,1125,1,2.7,0,10,0,23,0.4,117,1,14,1641,12,1,1,0,726786,112,1
1678,614,1,0.7,0,4,1,51,0.1,178,7,7,2854,12,1,0,1,1052480,70,2
1679,854,0,1.0,0,5,1,17,0.9,101,4,9,3115,2,1,0,0,838040,0,2
1680,1470,1,1.7,1,6,0,45,0.1,121,1,9,3259,14,1,0,1,846930,10,3
1681,1826,1,0.5,1,5,1,49,0.6,172,8,6,1612,17,1,1,0,1588909,153,2
1682,807,1,0.5,1,0,0,37,0.2,127,4,0,2319,4,0,0,0,203105,20,1
1683,1996,1,2.8,1,0,1,7,0.1,138,5,4,1258,16,1,0,0,1014771,238,1
1684,1083,1,2.0,0,3,0,41,0.7,158,5,5,1543,10,0,0,1,1090668,54,1
1685,1035,0,0.5,1,14,1,49,0.3,178,2,15,3991,19,1,0,0,672154,48,3
1686,1521,1,1.6,0,5,1,62,0.3,143,1,9,3555,19,1,0,0,1105140,10,3
1687,1314,1,2.8,1,13,1,5,1.0,87,4,18,3411,18,1,0,0,41984,272,3
1688,535,0,1.9,0,5,0,24,0.2,190,8,19,524,4,0,0,0,706450,27,0
1689,673,1,1.9,0,13,1,35,0.4,142,6,14,3541,4,1,0,1,1720720,306,3
1690,1219,0,1.6,1,5,0,4,0.3,169,6,7,1998,4,0,0,0,2409462,18,2
1691,1606,1,0.5,1,0,1,33,0.9,200,5,0,3437,2,1,0,0,120890,11,3
1692,1603,1,0.5,1,1,1,17,0.5,114,2,8,1637,11,1,0,1,519010,51,1
1693,1958,0,0.5,0,6,1,52,0.4,153,1,14,3064,3,1,0,0,2816352,42,3
1694,695,0,0.5,0,18,1,12,0.6,196,2,19,2855,7,1,1,1,3016021,208,2
1695,1441,0,0.6,1,0,1,53,0.5,106,1,12,1393,4,1,1,1,242316,36,1
1696,1470,0,2.2,1,4,1,33,0.4,138,7,10,1633,4,1,0,0,3558520,72,2
1697,1890,0,1.1,0,4,1,48,0.5,127,4,5,2392,15,1,0,1,2634416,40,3
1698,1152,1,2.1,1,0,1,26,0.3,82,2,0,3284,8,1,0,1,2181592,30,3
1699,1619,1,0.9,0,3,0,20,0.9,117,6,9,464,16,1,0,1,959340,35,0
1700,1002,1,1.8,0,1,0,45,0.7,180,7,7,1234,18,1,1,0,954636,247,0
1701,742,1,0.5,0,0,1,36,0.7,139,3,1,292,6,1,1,1,1495368,0,0
1702,1306,1,2.1,1,2,1,33,0.4,174,3,9,2521,16,1,0,0,1090686,30,2
1703,1424,1,2.9,1,0,0,20,0.6,180,5,0,2658,19,1,0,0,217019,0,2
1704,942,0,1.4,1,8,0,27,0.5,91,4,9,587,13,0,1,1,1155128,18,0
1705,1934,1,2.7,0,8,1,2,0.1,118,4,16,2190,9,1,0,1,272734,18,2
1706,1290,1,1.4,1,19,1,35,0.3,110,4,20,879,8,1,0,0,300510,32,0
1707,930,0,2.1,1,0,0,54,0.9,80,1,13,1743,9,0,1,0,2766147,7,2
1708,1699,1,0.5,0,16,0,21,0.1,156,4,20,1181,18,1,1,0,115395,0,1
1709,1849,1,0.5,0,1,0,29,0.5,181,7,12,3330,15,1,0,1,1942308,56,3
1710,1922,0,0.5,0,15,1,42,0.6,153,8,16,3564,17,1,0,0,1364450,12,3
1711,548,0,1.0,1,0,1,56,0.4,146,4,14,562,8,1,1,1,1088649,238,0
1712,916,1,0.5,0,0,1,47,0.2,82,4,1,1659,11,1,1,0,1597771,110,1
1713,1783,1,0.5,0,8,0,14,0.6,183,8,11,1816,7,0,0,1,1425060,84,2
1714,1083,1,1.4,1,2,1,49,0.8,156,5,9,1338,5,1,1,1,148385,128,0
1715,1698,0,2.8,0,10,1,7,0.8,131,8,12,2992,17,1,1,0,13208,45,2
1716,1969,0,0.8,1,5,1,7,0.2,85,8,20,315,7,1,1,0,253648,112,0
1717,869,0,1.9,0,0,0,2,0.6,197,7,3,3249,12,0,0,1,276627,0,2
1718,1337,1,2.7,1,0,0,5,0.7,200,4,1,3242,20,0,1,0,165669,10,2
1719,637,1,0.8,1,2,0,28,0.6,194,4,6,2725,7,0,0,0,1392120,150,2
1720,833,1,0.6,1,0,1,27,0.3,145,4,2,586,19,1,0,1,837210,152,0
1721,1248,0,2.4,0,6,1,9,0.4,89,3,8,2454,13,1,1,0,119706,72,2
1722,1174,1,0.9,0,7,0,30,1.0,147,4,20,804,16,0,1,1,925536,238,0
1723,1831,1,2.3,0,3,1,44,0.2,148,7,14,2460,18,1,0,0,486381,50,2
1724,1002,0,2.6,1,7,0,27,0.1,146,1,10,1295,17,1,0,1,127765,270,0
1725,1010,1,2.0,1,2,1,8,0.9,139,5,3,2625,12,1,1,0,523479,165,2
1726,1117,1,0.5,1,2,0,21,0.1,177,2,19,1999,2,1,0,1,512325,135,1
1727,990,1,2.7,1,3,0,15,0.9,153,2,7,2698,6,1,0,0,2517122,88,2
1728,1564,0,1.4,0,5,1,26,0.1,129,6,16,3742,13,1,1,0,130455,39,3
1729,1065,0,2.8,1,0,1,21,0.1,158,5,3,1193,20,1,0,1,1308720,208,1
1730,1982,0,1.1,0,12,0,24,0.1,129,7,16,3511,15,1,1,1,1430972,224,3
1731,1607,0,1.1,1,6,1,20,1.0,192,2,8,885,14,1,1,0,779880,11,0
1732,1066,0,3.0,1,6,1,5,0.5,167,5,7,1044,11,1,0,0,79712,56,0
1733,681,0,0.5,1,12,1,17,0.9,194,5,19,2548,5,1,0,1,631442,6,2
1734,1163,1,2.1,1,0,1,19,0.9,132,2,1,2940,15,1,0,1,595504,0,2
1735,1285,0,0.8,1,4,1,11,0.8,199,5,7,3966,2,1,1,1,3395736,255,3
1736,753,1,0.5,0,11,1,48,0.1,121,8,20,3484,16,1,0,0,797496,110,3
1737,1779,1,2.6,1,2,0,5,0.8,90,1,3,1246,20,0,1,0,2103325,24,1
1738,987,1,1.9,0,4,1,52,0.5,83,3,8,2757,15,1,1,0,308384,204,2
1739,511,0,0.9,1,15,1,24,0.6,136,3,18,2378,4,1,0,0,463888,54,1
1740,1044,0,1.8,0,4,1,12,0.7,104,6,5,1794,19,1,1,1,1553490,126,1
1741,1855,0,0.5,0,5,0,32,0.6,187,8,18,3933,7,1,0,1,309987,0,3
1742,946,1,1.4,0,9,0,26,0.1,186,6,10,1637,6,1,0,1,243243,21,0
1743,657,1,1.9,1,2,0,21,0.1,110,8,8,783,11,1,1,0,1343025,6,0
1744,1673,1,1.6,0,2,0,42,0.5,182,5,6,3094,20,0,0,0,145306,48,2
1745,731,1,0.5,1,0,1,28,0.5,130,8,0,1774,10,1,0,0,437568,96,1
1746,926,1,0.8,0,6,1,59,0.8,161,7,14,256,2,1,0,1,66612,126,0
1747,1261,0,0.5,0,3,1,52,0.3,86,2,9,1365,16,1,0,1,864545,27,1
1748,618,0,1.1,0,11,1,45,0.2,188,3,20,2339,10,1,1,0,1863550,38,2
1749,936,1,2.3,0,5,1,57,0.2,129,2,6,2049,5,1,1,0,616266,96,1
1750,1485,1,0.9,1,0,1,28,0.8,158,5,1,3241,11,1,1,0,379533,154,3
1751,1339,1,0.5,1,10,1,21,0.5,80,4,11,867,3,1,1,0,1200353,24,0
1752,508,1,1.3,0,1,0,50,0.7,82,5,9,2175,14,0,0,1,121890,56,1
1753,1938,1,0.5,1,5,0,44,0.5,121,2,9,3497,18,0,1,0,2513565,180,3
1754,995,0,1.3,1,1,0,10,0.1,104,4,3,609,5,1,0,1,487362,33,0
1755,1086,1,1.7,1,0,1,43,0.2,111,6,1,3285,17,1,1,0,64400,55,2
1756,1322,0,2.3,1,1,1,35,0.1,157,1,3,3684,6,1,0,0,313644,120,3
1757,1864,0,1.9,1,2,0,57,0.1,181,6,6,3586,8,0,0,1,2293247,171,3
1758,1944,1,0.5,0,1,1,26,0.5,92,4,9,2322,7,1,0,1,222856,152,2
1759,581,0,0.6,0,5,1,56,0.2,180,2,10,354,13,1,1,1,295495,40,0
1760,1020,1,0.7,1,3,1,27,0.7,128,4,4,3204,9,1,0,1,1361958,18,3
1761,1936,0,1.3,0,2,0,44,0.1,139,3,3,1400,3,0,0,1,581970,119,1
1762,1329,1,1.7,0,5,1,23,0.6,198,8,6,2308,9,1,1,0,259160,110,1
1763,808,1,0.5,1,3,0,46,0.5,105,8,15,1082,10,1,0,1,62951,75,0
1764,994,0,1.2,1,4,0,40,0.9,164,2,17,3104,11,0,0,0,248344,119,2
1765,1811,1,2.0,0,3,1,22,0.2,82,2,8,2847,4,1,0,1,219812,18,2
1766,765,1,2.5,0,3,0,44,0.3,88,8,11,2256,19,0,1,1,2524764,6,2
1767,993,1,2.3,1,0,0,16,0.4,106,7,13,1113,6,0,0,1,694936,14,0
1768,1136,1,1.6,0,15,0,32,0.5,150,6,19,3210,8,1,1,1,989830,30,3
1769,719,1,0.5,1,0,1,23,0.4,113,6,9,3990,12,1,1,1,744337,126,3
1770,733,1,0.6,1,0,0,63,0.3,105,7,10,984,9,1,0,1,1652050,68,0
